5.000000, -0.002146, 0.175305, 0.343286, 0.183871
4.990000, -0.003303, 0.174877, 0.342593, 0.184391
4.980000, -0.006080, 0.177016, 0.345175, 0.185928
4.970000, 0.001571, 0.176575, 0.344229, 0.186981
4.960000, -0.000306, 0.176976, 0.344691, 0.187627
4.950000, -0.005801, 0.176145, 0.344116, 0.186598
4.940000, -0.003034, 0.178792, 0.346646, 0.189889
4.930000, -0.000077, 0.178491, 0.346588, 0.189430
4.920000, -0.001956, 0.180129, 0.347936, 0.192095
4.910000, 0.000938, 0.180132, 0.347868, 0.192651
4.900000, -0.001859, 0.180888, 0.349084, 0.192747
4.890000, 0.002031, 0.181532, 0.349989, 0.193177
4.880000, 0.000831, 0.180476, 0.348264, 0.194059
4.870000, 0.001095, 0.182082, 0.349925, 0.195923
4.860000, -0.002606, 0.181777, 0.350201, 0.194686
4.850000, 0.000371, 0.182712, 0.351356, 0.195501
4.840000, 0.002460, 0.182282, 0.350828, 0.195710
4.830000, 0.000525, 0.183825, 0.352455, 0.197433
4.820000, -0.003498, 0.183901, 0.352770, 0.197359
4.810000, -0.000215, 0.183015, 0.351500, 0.197798
4.800000, -0.000436, 0.184679, 0.353239, 0.199672
4.790000, -0.000749, 0.187574, 0.356031, 0.203143
4.780000, 0.004300, 0.187604, 0.356168, 0.203344
4.770000, 0.001998, 0.185761, 0.354110, 0.202488
4.760000, 0.000635, 0.188805, 0.357250, 0.205639
4.750000, 0.001305, 0.187293, 0.355983, 0.204022
4.740000, -0.001034, 0.187507, 0.356096, 0.204902
4.730000, 0.005894, 0.188428, 0.357006, 0.206256
4.720000, -0.000940, 0.190540, 0.359263, 0.208375
4.710000, -0.001291, 0.190265, 0.359399, 0.207548
4.700000, 0.001620, 0.190353, 0.359448, 0.208173
4.690000, 0.000450, 0.191385, 0.360410, 0.209773
4.680000, 0.000876, 0.192425, 0.361139, 0.211979
4.670000, 0.001681, 0.192198, 0.361054, 0.211864
4.660000, -0.001648, 0.191624, 0.360343, 0.212112
4.650000, 0.001804, 0.194073, 0.363129, 0.214058
4.640000, 0.002261, 0.192605, 0.361261, 0.214122
4.630000, 0.000628, 0.194848, 0.363700, 0.216224
4.620000, -0.003065, 0.195980, 0.365145, 0.216966
4.610000, -0.002385, 0.196187, 0.365463, 0.217351
4.600000, -0.000846, 0.198697, 0.367934, 0.220251
4.590000, 0.001066, 0.198120, 0.367656, 0.219431
4.580000, -0.006175, 0.200135, 0.369500, 0.222200
4.570000, -0.001739, 0.201628, 0.370904, 0.224273
4.560000, 0.001105, 0.200422, 0.370040, 0.222779
4.550000, 0.010564, 0.201321, 0.370799, 0.224454
4.540000, -0.003400, 0.199069, 0.368235, 0.223689
4.530000, 0.000420, 0.203068, 0.372583, 0.226933
