0.941101 0.023258 0.706735 
0.539039 0.585147 0.182808 
0.741314 0.367201 0.478469 
0.855707 0.926366 0.418787 
0.940620 0.038059 0.030041 
0.658270 0.643749 0.483937 
0.046209 0.699110 0.292365 
0.759275 0.565093 0.139173 
0.423031 0.688464 0.495295 
0.738793 0.568361 0.863701 
0.763274 0.509461 0.886959 
0.470008 0.048500 0.472106 
0.652816 0.789814 0.839306 
0.131285 0.645521 0.765672 
0.550072 0.586141 0.803731 
0.580113 0.244412 0.447480 
0.064050 0.290620 0.146590 
0.356416 0.049895 0.711683 
0.495589 0.472926 0.400147 
0.990884 0.211720 0.968508 
0.854585 0.974994 0.477969 
0.741544 0.445002 0.526469 
0.213650 0.097819 0.316284 
0.052956 0.229104 0.961805 
0.818628 0.779176 0.547946 
0.622359 0.359290 0.792358 
0.069839 0.423340 0.082978 
0.216429 0.779756 0.132873 
0.928112 0.275344 0.605800 
0.328259 0.266229 0.817520 
0.296767 0.120814 0.792514 
0.774736 0.862358 0.237516 
0.301205 0.076008 0.335334 
0.617488 0.128965 0.564439 
0.579293 0.947593 0.343615 
0.127240 0.569952 0.702904 
0.919597 0.639792 0.126244 
0.002575 0.856221 0.906000 
0.135449 0.784333 0.181344 
0.741249 0.112592 0.447573 
0.558768 0.409358 0.568387 
0.351282 0.184094 0.430745 
0.588798 0.485299 0.506754 
0.924132 0.102787 0.635719 
0.488570 0.682080 0.583312 
0.832185 0.809320 0.153264 
0.535089 0.728917 0.793056 
0.661333 0.731492 0.649277 
0.567333 0.866941 0.433610 
0.748677 0.608190 0.546201 
0.196250 0.166958 0.955560 
0.764637 0.518240 0.139653 
0.195382 0.107037 0.624952 
0.702136 0.031169 0.727739 
0.337855 0.519740 0.409820 
0.921166 0.351925 0.219140 
0.074431 0.887014 0.948057 
0.867487 0.548348 0.679549 
0.516763 0.115681 0.546490 
0.950373 0.864358 0.154680 
0.496574 0.060608 0.321638 
0.452134 0.825245 0.839878 
0.591787 0.020627 0.946915 
0.216739 0.722763 0.978084 
0.944479 0.060618 0.497824 
0.354298 0.981784 0.849749 
0.573438 0.056215 0.736763 
0.521495 0.923701 0.285111 
0.201044 0.440465 0.400791 
0.747535 0.390838 0.265149 
0.902215 0.887412 0.325757 
0.223852 0.339546 0.151002 
0.063730 0.931333 0.171630 
0.010645 0.148073 0.894393 
0.988729 0.092551 0.955011 
0.486553 0.446850 0.936795 
0.336301 0.020288 0.993009 
0.073064 0.541783 0.916710 
0.358175 0.742827 0.357175 
0.758966 0.490362 0.748013 
0.024116 0.392576 0.635425 
0.349873 0.616429 0.974971 
0.500875 0.680158 0.906304 
0.672505 0.690803 0.054377 
0.566898 0.679532 0.146929 
0.521908 0.166084 0.593778 
0.458703 0.502386 0.614066 
0.451712 0.575450 0.155849 
0.368422 0.933625 0.898676 
0.725598 0.692592 0.389038 
0.473610 0.716707 0.781614 
0.109035 0.066580 0.398042 
0.084006 0.567455 0.078201 
0.990311 0.239960 0.769004 
0.044688 0.806858 0.448536 
0.191616 0.328766 0.614620 
0.785394 0.787468 0.117006 
0.399461 0.239181 0.692456 
0.555310 0.607603 0.626081 
0.453986 0.333201 0.318673 
